Sheet,Jurisdiction,Jurisdiction Setting,Jurisdiction Role,HSTM Setting,HSTM Role,Regulation Type,Oversight / Professional Agency,Requirement Level,Authority Level,Citation,Training Topic / Competency Item,Relationship,Purpose,Hours Required,Source URL,Notes / Research Flags
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),"Skill: Performs and documents falls risk screening observations (gait, footwear, environmental hazards, behavior)",Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Skill: Implements individualized fall prevention strategies consistent with the resident's care plan,Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),"Ability: Responds appropriately to a fall event: resident safety assessment, notification chain, documentation, and post-fall monitoring",Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Domain 6: Skin Integrity and Pressure Injury Prevention,Parent,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),"Knowledge: Identifies pressure injury risk factors common in ALF residents (limited mobility, incontinence, poor nutrition, cognitive impairment)",Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Knowledge: Describes the Braden Scale framework and CNA's role in contributing to risk assessment data,Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Skill: Performs systematic skin checks and accurately documents findings,Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),"Skill: Implements turning/repositioning schedules, offloading positioning, and moisture management interventions per care plan",Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),"Ability: Identifies early-stage skin changes and escalates findings to licensed clinical staff; understands that the CNA role in skin integrity is observational reporting and escalation, not independent nursing assessment or wound evaluation",Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),"Domain 7: Nutrition, Hydration, and Dysphagia Awareness",Parent,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Knowledge: Recognizes signs and symptoms of dehydration and malnutrition in older adults,Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Knowledge: Understands dysphagia risk factors and identifies residents on texture-modified or thickened-liquid diets,Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Skill: Provides appropriate mealtime assistance aligned with resident's care plan and swallowing precautions,Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Skill: Accurately monitors and documents meal/fluid intake and communicates intake concerns,Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Ability: Recognizes signs of aspiration during or after meals and initiates emergency response as indicated,Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Domain 8: Mental Health Recognition and Psychosocial Support,Parent,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),"Knowledge: Identifies signs and symptoms of depression, anxiety, and social isolation in ALF residents",Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Knowledge: Understands that CNAs are not mental health clinicians but serve as the primary observation layer for mental health changes,Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Skill: Uses therapeutic communication techniques to provide psychosocial support during ADL care routines,Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),"Skill: Documents and reports observed mood, behavioral, and social changes through appropriate care team channels",Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Ability: Differentiates between expected mood variation and clinically significant changes warranting escalation,Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Domain 9: End-of-Life and Comfort Care Awareness,Parent,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Knowledge: Describes the CNA's role in supporting residents receiving hospice or palliative care within the ALF,Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Knowledge: Identifies physical signs of active dying and understands why interventions shift toward comfort measures,Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),"Skill: Provides comfort-focused personal care (positioning, oral care, pain observation reporting) for residents at end of life",Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Skill: Communicates with empathy and appropriate boundaries when interacting with grieving family members,Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Ability: Manages own emotional responses to resident death and accesses facility support resources,Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Domain 10: Change in Condition Recognition and Escalation,Parent,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),"Knowledge: Identifies signs of acute change in condition that require urgent nursing or provider notification (altered mental status, respiratory distress, suspected ischemic event, uncontrolled pain)",Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),"Knowledge: Understands ALF escalation pathways, including when to call 911 vs. notify the charge nurse vs. document for next assessment",Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),Skill: Documents observed changes in condition accurately and in real time,Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR CNA_ALF,US,residential care facility for the elderly,Certified Nursing Assistant (CNA),Assisted Living Facility,"Clinical, Non-Medication Dispensing",,,Other Training Reference,Competency,Job Study — Certified Nursing Assistant (CNA) × Assisted Living Facility (FINAL),"Ability: Overcomes barriers to escalation (fear of being wrong, hierarchy hesitancy) and acts on clinical instinct within CNA scope",Child,Workforce Readiness,,,Source: JobStudy_CNA_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),Domain 1: Regulatory & Care Setting Orientation,Parent,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Knowledge: Understands that LVN scope of practice is (most frequently) governed by the state Board of Nursing via the Nurse Practice Act, and that ALF licensure and staffing requirements are governed by a separate state agency (typically the state Department of Health, Department of Social Services, or Agency for Health Care Administration)",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Knowledge: Identifies the distinction between ALF state regulatory frameworks and federal CMS Conditions of Participation (SNF-focused), and recognizes the federally-flagged elements that do apply (HIPAA, OSHA, federal elder abuse reporting, FDA medication labeling)",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Knowledge: Describes how ALF licensure categories (e.g., residential care, memory care, enhanced assisted living) modify permissible LVN activities, staffing requirements, and supervision structures",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),Skill: Applies facility-specific policies and procedures that simultaneously comply with the state NPA and the state ALF licensing rules,Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Ability: Differentiates between tasks within vs. outside LVN scope in the ALF setting and escalates to the RN, Director of Nursing, or provider when a requested task falls outside scope",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Domain 2: Resident Rights, Autonomy, and Consent in the ALF Model",Parent,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Knowledge: Articulates resident rights specific to the ALF model, including self-determination, informed refusal of care, privacy, dignity, grievance processes, and the right to manage personal finances",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Knowledge: Understands decisional capacity frameworks as they apply in ALFs, including the LVN's limited role in capacity determination and the obligations for surrogate decision-maker engagement",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Skill: Incorporates resident preferences into medication administration, treatment delivery, and care routines without compromising clinical safety",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Skill: Documents and escalates potential resident rights violations, including suspected abuse, neglect, exploitation, or involuntary discharge concerns, through facility and state-mandated reporting channels",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Ability: Balances safety obligations with resident autonomy, recognizing when a resident's choice creates clinical risk and initiating interdisciplinary discussion rather than unilateral override",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),Domain 3: Delegation and Supervision of Unlicensed Assistive Personnel,Parent,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Knowledge: Applies the NCSBN Five Rights of Delegation (right task, right circumstance, right person, right direction/communication, right supervision/evaluation) as the framework for all LVN-to-UAP delegation decisions",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Knowledge: Identifies state-specific rules on whether LVNs may delegate or only supervise UAP, and the types of tasks (e.g., medication assistance, blood glucose monitoring, ADL support) permissible for delegation in the state of practice",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Skill: Validates UAP competency prior to delegation, communicates task parameters clearly, and performs ongoing supervision and evaluation of delegated care; this is especially critical in ALFs where caregiver experience, training backgrounds, and turnover rates can vary significantly between facilities and states",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Skill: Documents delegation decisions, UAP reports, and supervisory observations consistent with facility policy and the state NPA",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Ability: Recognizes delegation errors in real time, including task-to-skill mismatch, patient instability that invalidates delegation, or UAP hesitation, and intervenes by re-assuming the task or re-directing care",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),Domain 4: Medication Administration and Management,Parent,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Knowledge: Describes the distinction between medication administration (within LVN scope where state permits), medication management (ordering, reconciliation, review), and medication assistance (UAP role with resident self-administration)",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Knowledge: Identifies high-risk medication categories common in the ALF population - anticoagulants, antipsychotics, opioids, insulin, and antihypertensives - and the specific monitoring, documentation, and side-effect recognition required for each",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Skill: Performs medication administration and reconciliation in accordance with the Six Rights, facility policy, and state LVN scope, including processing new provider orders and managing narcotic inventory and diversion monitoring",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Skill: Provides structured oversight of medication-assisting UAP or med aides, including audit of MAR completeness, observation of technique, and investigation of administration errors",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Ability: Identifies adverse drug events, polypharmacy risks, and off-label antipsychotic use patterns, and escalates through the appropriate channel (pharmacist, provider, Director of Nursing)",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),Domain 5: Dementia Care and Behavioral Symptom Management,Parent,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),Knowledge: Describes the stages and behavioral manifestations of Alzheimer's disease and related dementias (ADRD) and differentiates baseline dementia behavior from acute changes suggesting delirium or medical decompensation,Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),Knowledge: Identifies evidence-based triggers for behavioral and psychological symptoms of dementia (BPSD) and understands the rationale for non-pharmacologic first-line interventions,Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),Skill: Applies person-centered communication strategies and leads UAP in the consistent use of non-pharmacologic behavioral interventions,Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Skill: Monitors residents receiving antipsychotic medications for appropriate indication, informed consent, efficacy, and adverse effects, and communicates findings to the prescriber",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Ability: Recognizes when behavioral escalation exceeds the facility's care capacity and initiates the appropriate clinical response, up to and including provider consultation or transfer to a higher level of care",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),Domain 6: Change in Condition Assessment and Escalation,Parent,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Knowledge: Identifies signs of acute change in condition that require urgent escalation - altered mental status, respiratory distress, suspected cardiovascular or neurologic event, sepsis indicators, uncontrolled pain, or functional decline",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
